festival_id,name,description,address,lang
425,Festival international du folklore «Pme Pme!(C'est nous),"C'EST NOUS
Le festival du folklore international Takí Pme (c'est nous) est spécifique et unique dans le
Région Nitra.C'est l'un des festivals de Slovaquie, qui est organisé sous le
auspices et avec le statut de Cioff, qui garantit son haut niveau artistique et
qualité organisationnelle.
Depuis 2016, le principal partenaire de l'événement a été le Slovak Arts Council.Depuis
2008, l'organisateur principal a été le centre d'éducation régional de Levice
(ci-après dénommé ROS).Le directeur du festival est Alžbeta Sádovská
Et le directeur du programme est David Hudec, méthodologue ROS.
Nous croyons fermement que la culture est extrêmement importante au niveau régional.C'est l'un des
les piliers les plus importants de nos vies.C'est dans la culture régionale que nous pouvons voir notre
force.Efforts continus pour améliorer la qualité de l'offre du programme, un
Un nombre croissant d'événements secondaires intéressants et stimulants pour tous les âges sont
payer la présence croissante au festival.Organisation de haute qualité
et le personnel et la promotion approfondie contribuent à la stabilité et à l'amélioration
du festival et, par conséquent, de la sensibilisation du public à son importance
et valeur.Chaque année, nous essayons d'organiser le festival dans un autre village ou ville de
Notre district.Notre intention et notre objectif est d'amener la culture populaire traditionnelle au
Conscience de tous les habitants de notre région, pour approfondir les relations internationales et
Amitié, pour répandre la conscience des régions de Tekov et Hont.Cependant, le
Le rôle le plus important et le plus important du festival est qu'il relie les cultures,
Nationalités, minorités et différents pays d'Europe.

Les co-organisateurs du festival sont des villages et des villes de notre district: (14/9), Levice,
et d'autres dans le processus de résolution de l'endroit où le festival se déroule pendant le
Cinq jours de l'événement.Sans la coopération volontaire et professionnelle des villages
et Towns, un événement d'une dimension telle que le festival Takí Pme (c'est nous)
Sans aucun doute, il ne pouvait pas être organisé.

Pendant les cinq jours, il y aura quatre galas, deux concerts éducatifs et la danse
maisons, un défilé des costumes folkloriques, une démonstration de spécialités gastronomiques («Páance»,
Strudels, «Podplamanník»), une foire traditionnelle d'artisans folkloriques, des expositions et
conférences.Nous prendrons également soin des petits - des ateliers de danse, créatifs ....
Pour la coopération et le soutien dans la préparation et la réalisation du festival, nous
Je tiens à remercier le Slovak Arts Council, la ville de Levice, le musée de Tekov
dans Levice et la région autonome de Nitra.

Nous attendons avec impatience
Levice","Regionálne osvetové stredisko v Leviciach, Mlynská ul. c. 3, 934 01 Levice",3
427,Internation Folklore Festival 'EPIVATIANA',"The International Folklore Festival “Epivatiana” takes place in Nei Epivates and it is the greatest annual cultural event in Thermaikos Municipality, Thessaloniki Prefecture.

It is organized by the Cultural Association “NEI EPIVATES”. During the years dances, music, colorful costumes, customs and traditions from all over the world have been presented in the open-air theater of the city.

It is a Festival Member of CIOFF® Greece since 2019.","7, Mak. Pyrza str.",1
427,Festival Internacional del Folklore 'Epivatiana',"El festival internacional del folklore ""Epivatiana"" tiene lugar en NEI Epivates y es el mayor evento cultural anual en el municipio de Thermaikos, la prefectura de Thesaloniki.

Está organizado por la Asociación Cultural ""Nei Epivates"".Durante los años, se han presentado bailes, música, trajes coloridos, costumbres y tradiciones de todo el mundo en el teatro al aire libre de la ciudad.

Es miembro del festival de CIOFF® Grecia desde 2019.","7, Mak. Pyrza str.",2
427,Festival international du folklore 'Epivatiana',"Le festival international du folklore «Epivatiana» se déroule dans les épivates de Nei et c'est le plus grand événement culturel annuel de la municipalité de Thermaikos, la préfecture Thessaloniki.

Il est organisé par l'association culturelle «nei épive».Au cours des années, les danses, la musique, les costumes colorés, les coutumes et les traditions du monde entier ont été présentés dans le théâtre en plein air de la ville.

Il s'agit d'un membre du festival de la Grèce CIOff® depuis 2019.","7, Mak. Pyrza str.",3
428,Thermaic Folk Folk Nautical Festival Festival,"The Festival is organized by the Cultural Association “NEI EPIVATES” and its aim is to present and reward the valuable efforts of children’s dance groups to keep alive the folk dances, music, the customs and traditions of their country.","7, Mak. Pyrza str.",1
428,Festival náutico folk folk folk folk,"El festival está organizado por la Asociación Cultural ""Nei Epivates"" y su objetivo es presentar y recompensar los valiosos esfuerzos de los grupos de baile de los niños para mantener vivas los bailes populares, la música, las costumbres y las tradiciones de su país.","7, Mak. Pyrza str.",2
428,Thermaic Folk Folk Festival nautique Festival,"Le festival est organisé par l’association culturelle «Nei EpiVates» et son objectif est de présenter et de récompenser les précieux efforts des groupes de danse pour enfants pour garder en vie les danses folkloriques, la musique, les coutumes et les traditions de leur pays.","7, Mak. Pyrza str.",3
430,International  Folk Festival „Silesia”,CIOFF® International Festival.,ul. Zamkowa 1,1
430,"Festival Folclórico Internacional ""Silesia""",Festival Internacional CIOFF®.,ul. Zamkowa 1,2
430,Festival folklorique international «Silésie»,Festival international CIOff®.,ul. Zamkowa 1,3
472,Zamora International Folklore Festival,No Description,C/ BOSQUE 27 BAJO,1
472,FESTIVAL INTERNACIONAL DE FOLKLORE DE ZAMORA,No Description,C/ BOSQUE 27 BAJO,2
472,Festival international du folklore Zamora,No Description,C/ BOSQUE 27 BAJO,3
436,Folk Cinfães - Arts and Dances of the World,"The International Folk Festival ""FOLKCINFÃES"" began in 2015. It takes place in one of the most beautiful regions of Portugal and has as particularity the different places where it takes place, giving the groups the opportunity to visit all the region of Cinfães and Douro, acting in several municipalities and parishes with warm and welcoming public.",Rua Conselheiro Martins Carvalho,1
436,Folk Cinfães - Arts and Dances of the World,"El festival folclórico internacional ""folkcinfães"" comenzó en 2015. Se lleva a cabo en una de las regiones más bellas de Portugal y tiene una particularidad en los diferentes lugares donde tiene lugar, dando a los grupos la oportunidad de visitar toda la región de Cinfães y Douro,actuando en varios municipios y parroquias con público cálido y acogedor.",Rua Conselheiro Martins Carvalho,2
436,Folk Cinfães - Arts et danses du monde,"Le festival folklorique international ""Folkcinfães"" a commencé en 2015. Il se déroule dans l'une des plus belles régions du Portugal et a aussi la particularité les différents endroits où il se déroule, donnant aux groupes l'occasion de visiter toute la région de Cinfães et Douro,Agissant dans plusieurs municipalités et paroisses avec un public chaleureux et accueillant.",Rua Conselheiro Martins Carvalho,3
441,Bojonegoro Thengul International Folklore Festival 2021,No Description,"Jl Panglima Polim No. 36, Sumbang-Bojonegoro",1
441,Bojonegoro Thengul International Folklore Festival 2021,No Description,"Jl Panglima Polim No. 36, Sumbang-Bojonegoro",2
441,Bojonegoro Thegul Festival international du folklore 2021,No Description,"Jl Panglima Polim No. 36, Sumbang-Bojonegoro",3
442,Surabaya Cross Culture International Folk and Art Festival 2021,No Description,No Address,1
442,Surabaya Cross Culture International Folk and Art Festival 2021,No Description,No Address,2
442,Surabaya Cross Culture International Folk and Art Festival 2021,No Description,No Address,3
444,Tenggarong International Folk Art Festival 2021,No Description,Tenggarong City,1
444,Festival de arte popular internacional de Tenggarong 2021,No Description,Tenggarong City,2
444,Tenggarong International Folk Art Festival 2021,No Description,Tenggarong City,3
450,Festival of Folk Arts - Budapest,"FESTIVAL OF FOLK ARTS is a forum for living folk art. Organized in the historic Royal Buda Castle District, folk artists show the tricks of their crafts in visual workshops allowing visitors a chance to test their dextrity and creativity.

Apart from shows by traditional crafts masters, their wares are also for sale at the Traditional Handicraft Fair, while revival and traditional dance and music groups from around Hungary and the world performers are on the stage. Beside the craft demonstrations and Fair, puppet theate productions as well as children programs, traditional food shows and nightly dance house entertain the visitors.",Szentháromság Square,1
450,Festival de artes populares - Budapest,"Festival of Folk Arts es un foro para el arte popular vivo.Organizados en el histórico distrito de Royal Buda Castle, los artistas populares muestran los trucos de sus manualidades en los talleres visuales que permiten a los visitantes la oportunidad de probar su destreza y creatividad.

Además de los espectáculos de los maestros de artesanías tradicionales, sus productos también están a la venta en la tradicional feria de artesanías, mientras que los grupos de danza y música de renacimiento y música tradicionales de Hungría y los artistas mundiales están en el escenario.Además de las demostraciones de manualidades y las producciones ferias, títeres, así como programas para niños, espectáculos tradicionales de comida y casa de baile nocturna entretengan a los visitantes.",Szentháromság Square,2
450,Festival des arts folkloriques - Budapest,"Festival of Folk Arts est un forum pour l'art populaire vivant.Organisés dans le quartier historique du château de Royal Buda, les artistes folkloriques montrent les astuces de leur métier dans des ateliers visuels permettant aux visiteurs de tester leur dextrité et leur créativité.

Outre les spectacles de Masters traditionnels, leurs marchandises sont également en vente à la foire traditionnelle de l'artisanat, tandis que des groupes de danse et de danse traditionnels et de musique de la Hongrie et des artistes mondiaux sont sur scène.Outre les démonstrations artisanales et la foire, les productions de marionnettes ainsi que les programmes d'enfants, les expositions gastronomiques traditionnelles et la maison de danse nocturne divertissent les visiteurs.",Szentháromság Square,3
466,Grand Prix of the folklore for young people,No Description,Am Wasserwerk 1,1
466,Gran Premio del folklore para jóvenes,No Description,Am Wasserwerk 1,2
466,Grand Prix du folklore pour les jeunes,No Description,Am Wasserwerk 1,3
467,BUYUKCEKMECE MUNICIPALITY INTERNATIONAL CULTURE and ART FESTIVAL,No Description,BUYUKCEKMECE MUNICIPALITY,1
467,Buyukcekmece Municipio Cultura internacional y festival de arte,No Description,BUYUKCEKMECE MUNICIPALITY,2
467,Festival international de la culture et de l'art de la municipalité,No Description,BUYUKCEKMECE MUNICIPALITY,3
483,International Music and Dance Festival of Panama,"International meeting of non -competitive popular culture, to disseminate the cultural heritage of invited countries and promote a culture of peace among the actors in a fraternal coexistence.",Ciudad Panamá,1
483,Festival Internacional Música y Danza del Mundo Panamá,"Encuentro internacional de Cultura Popular no competitivo, para divulgar el Patrimonio Cultural de Los paises invitados y promover una cultura de Paz entre los actores en una convivencia fraterna.",Ciudad Panamá,2
483,Festival international de musique et de danse du Panama,"Réunion internationale de la culture populaire non compétitive, pour diffuser le patrimoine culturel des pays invités et promouvoir une culture de paix parmi les acteurs dans une coexistence fraternelle.",Ciudad Panamá,3
504,COFA festival,"COFA - Contemporary Folklore Adventure wants to offer not only the usual/classical folklore content, but also a contemporary interpretation of different segments of cultural heritage, to bring it closer to the modern man sensibility, the new generations, children, and young person's sensibility. Along with performances by (national and international) folklore groups, performances by other artists and performers who (re) interpret traditional art and culture, the festival offers (multidisciplinary and multimedia) entertaining and creative, as well as educational and professional accompanying content.",No Address,1
504,Festival de cofa,"COFA - La aventura del folklore contemporáneo quiere ofrecer no solo el contenido del folklore habitual/clásico, sino también una interpretación contemporánea de diferentes segmentos de patrimonio cultural, para acercarlo a la sensibilidad del hombre moderno, las nuevas generaciones, los niños y la sensibilidad de los jóvenes.Junto con las actuaciones de los grupos folclóricos (nacionales e internacionales), actuaciones de otros artistas e intérpretes que (re) interpretan el arte y la cultura tradicionales, el festival ofrece (multidisciplinario y multimedia) entretenimiento y creativo, así como contenido acompañante educativo y profesional.",No Address,2
504,Festival COFA,"COFA - L'aventure du folklore contemporain veut offrir non seulement le contenu du folklore habituel / classique, mais aussi une interprétation contemporaine de différents segments du patrimoine culturel, pour le rapprocher de la sensibilité moderne de l'homme, des nouvelles générations, des enfants et de la sensibilité des jeunes.En plus des performances de groupes folkloriques (nationaux et internationaux), des performances d'autres artistes et artistes qui interprètent (re) l'art et la culture traditionnels, le festival propose (multidisciplinaire et multimédia) divertissant et créatif, ainsi que du contenu accompagnant éducatif et professionnel.",No Address,3
499,Yeongdong World Traditional Music and Arts Festival,"Originally Nangye Traditional Music Festival started in1965, and now it shall be opened for foreign Music and dance groups to have a cultural exchange. This will be the first year to invite foreign groups, but from next year it will be expanding.  This year will be hosted online version to wish to attract 2025 Yeongdong World Gugak EXPO next year.",Dongjeong ro 1,1
499,Festival de música y artes tradicional de Yeongdong World,"Originalmente, el festival de música tradicional Nangye comenzó en 1965, y ahora se abrirá para que los grupos de música y danza extranjeras tengan un intercambio cultural.Este será el primer año en invitar a grupos extranjeros, pero a partir del próximo año se expandirá.Este año se organizará la versión en línea para desear atraer 2025 yeongdong World Gugak Expo el próximo año.",Dongjeong ro 1,2
499,Yeongdong World Traditional Music and Arts Festival,"À l'origine, le Nangye Traditional Music Festival a commencé en 1965, et maintenant il sera ouvert aux groupes de musique et de danse étrangers pour avoir un échange culturel.Ce sera la première année à inviter des groupes étrangers, mais à partir de l'année prochaine, il se développera.Cette année sera hébergée en ligne pour souhaiter l'attirer de l'année prochaine 2025 Yeongdong World Gugak.",Dongjeong ro 1,3
502,Nyírség International Folk Dance Festival,"The aim of the festival is to build bridges and open doors to the folklore world for the four main local folk art centres: Nyírség Folk Dance Ensemble, Szabolcs Folk Dance Ensemble, Igrice Folk Dance Ensemble and Figurás Folk Dance Ensemble and their children's groups.

The festival has a decades-old tradition: it was organized every 2-3 year from 1996 to 2009, with the support of the local government of Nyíregyháza City with County Rights. In 2017 we managed to recreate the tradition.

During the festivals, hundreds of dancers, musicians, singers of more than 10 dance groups  perform in several locations and bring joy to our city.",No Address,1
502,Nyírség Festival Internacional de Danza Folklórica,"El objetivo del festival es construir puentes y puertas abiertas al mundo del folklore para los cuatro principales centros locales de arte folklórico: conjunto de danza folclórica de Nyírség, conjunto de danza folk de szabolcs, conjunto de danza folclórica de Igrice y figura figura folk danza y sus grupos de hijos.

El festival tiene una tradición de décadas: se organizó cada 2-3 años de 1996 a 2009, con el apoyo del gobierno local de la ciudad de Nyíregyháza con los derechos del condado.En 2017 logramos recrear la tradición.

Durante los festivales, cientos de bailarines, músicos, cantantes de más de 10 grupos de baile actúan en varios lugares y traen alegría a nuestra ciudad.",No Address,2
502,Nyírség Festival international de danse folklorique,"Le but du festival est de construire des ponts et d'ouvrir des portes au monde du folklore pour les quatre principaux centres d'art folkloriques locaux: ensemble de danse folklorique Nyírség, ensemble de danse folklorique de Szabolcs, ensemble de danse folklorique igrice et ensemble de danse folklorique Figurás et groupes pour enfants.

Le festival a une tradition vieille de plusieurs décennies: il a été organisé tous les 2 à 3 ans de 1996 à 2009, avec le soutien du gouvernement local de la ville de Nyíregyháza avec les droits du comté.En 2017, nous avons réussi à recréer la tradition.

Pendant les festivals, des centaines de danseurs, de musiciens, de chanteurs de plus de 10 groupes de danse se produisent dans plusieurs endroits et apportent de la joie à notre ville.",No Address,3
529,Dancing Shavuot: The Spring Online  Festival of CIOFF® Israel,"It is spring in Israel

The wheat is ripe

""bowing"" its’ heavy heads full of seeds,

The fields are blooming with red Poppy flowers

Time for loving and caring for nature,

Time for dance!",jerusalem,1
529,Dancing Shavuot: The Spring Online Festival of Cioff® Israel,"Es primavera en Israel

El trigo está maduro

""inclinando"" sus ""cabezas pesadas llenas de semillas,

Los campos están floreciendo con flores rojas de amapola

Tiempo para amar y cuidar la naturaleza,

¡Hora del baile!",jerusalem,2
529,Dancing Shavuot: Le Spring Online Festival of Cioff® Israel,"C'est le printemps en Israël

Le blé est mûr

""s'incliner"" ses têtes lourdes pleines de graines,

Les champs fleurissent avec des fleurs de pavot rouge

Temps pour aimer et prendre soin de la nature,

Il est temps de danser!",jerusalem,3
536,The nights of Montseveroux,No Description,93 PLACE DU CHATEAU,1
536,Las noches de Montseveroux,No Description,93 PLACE DU CHATEAU,2
536,Les nuits de Montseveroux,No Description,93 PLACE DU CHATEAU,3
539,Anseong Namsadang Baudeogi Festival,Anseong Namsadang Baudeogi Festival in Anseong city of South Korea.,Namsadangro 198,1
539,Anseong Namsadang Baudeogi Festival,Festival Anseong Namsadang Baudeogi en la ciudad de Anseong de Corea del Sur.,Namsadangro 198,2
539,ANSEONG NAMSADANG BAUDEOGI Festival,Festival d'Anseong Namsadang Baudeogi dans la ville d'Anseong en Corée du Sud.,Namsadangro 198,3
541,Sennorifolkphestival - senior,"Sennori Folk Festival
International meeting of folklore ""City of Sennori""",Via Carlo Cattaneo n. 14,1
541,Sennorifolkphestival - senior,"Festival folclórico de Sennori
Reunión internacional del folklore ""Ciudad de Sennori""",Via Carlo Cattaneo n. 14,2
541,SennorifolkpHestival - senior,"Sennori Folk Festival
Réunion internationale du folklore ""City of Sennori""",Via Carlo Cattaneo n. 14,3
590,Yeongdong World Traditional Music And Arts EXPO,"Theme: Embracing Future Culture through Traditional Arts, Healing with Hope
Duration: September 12, 2025 (Friday) - October 11, 2025 (Saturday), 30 days
Venue: Rainbow Healing Tourist Site and National Music Experience Village",No Address,1
590,Yeongdong World World Música tradicional y artes de las artes,"Tema: Abrazar la cultura futura a través de las artes tradicionales, la curación con esperanza
Duración: 12 de septiembre de 2025 (viernes) - 11 de octubre de 2025 (sábado), 30 días
Lugar: Rainbow Healing Turist Site y National Music Experience Village",No Address,2
590,Yeongdong World Traditional Music and Arts Expo,"Thème: embrasser la culture future à travers les arts traditionnels, guérir avec espoir
Durée: 12 septembre 2025 (vendredi) - 11 octobre 2025 (samedi), 30 jours
Lieu: site touristique de la guérison arc-en-ciel et village d'expérience musicale nationale",No Address,3
568,Internal Folklore Festival in Kozarsko Kolo,"The international folklore festival ""Kozarsko kolo"" has the mission of presenting the culture of visiting groups from all over the world to the citizens of Prijedor and the surrounding municipalities, but also to introduce the guests to the traditions of Kozare and Potkozarje. In addition to concerts where guests present themselves with their dance, music or singing programs, special attention is always paid to socially sensitive categories of society, such as children and the elderly. Also, as part of the festival, additional events are organized, such as round tables, conferences, exhibitions, evenings of traditional cuisine, daily performances, excursions and tours of historical, cultural, religious, economic and other sights.",Veliko Palancište bb,1
568,Festival de folklore interno en Kozarsko Kolo,"El festival internacional del folklore ""Kozarsko Kolo"" tiene la misión de presentar la cultura de los grupos visitantes de todo el mundo a los ciudadanos de Prijedo y los municipios circundantes, pero también de presentar a los invitados las tradiciones de Kozare y Potkozarje.Además de los conciertos donde los invitados se presentan con sus programas de baile, música o canto, siempre se presta atención especial a categorías socialmente sensibles de la sociedad, como los niños y los ancianos.Además, como parte del festival, se organizan eventos adicionales, como mesas redondas, conferencias, exposiciones, tardes de cocina tradicional, actuaciones diarias, excursiones y giras de lugares históricos, culturales, religiosos, económicos y de otro tipo.",Veliko Palancište bb,2
568,Festival du folklore interne à Kozarsko Kolo,"Le festival du folklore international ""Kozarsko Kolo"" a la mission de présenter la culture des groupes de visite du monde entier aux citoyens de Prijedor et aux municipalités environnantes, mais aussi pour présenter les invités aux traditions de Kozare et Potkozarje.En plus des concerts où les invités se présentent avec leurs programmes de danse, de musique ou de chant, une attention particulière est toujours accordée à des catégories socialement sensibles de la société, comme les enfants et les personnes âgées.De plus, dans le cadre du festival, des événements supplémentaires sont organisés, tels que des tables rondes, des conférences, des expositions, des soirées de cuisine traditionnelle, des performances quotidiennes, des excursions et des visites de sites historiques, culturels, religieux, économiques et autres.",Veliko Palancište bb,3
569,Folklore festival of CIOFF B&H members 'For a living tradition',"Traditional Festival of CIOFF BiH members, where members present themselves with their traditional dances and songs.

The festival starts with a big parade through the main streets and promenades of Sarajevo, where the members stop at several points to introduce themselves to the large audience.

The festival is held as part of the cultural manifestation of Bašcaršija night.",Safeta Mujica 2,1
569,Festival de folklore de Cioff B&H Miembros 'para una tradición viva',"Festival tradicional de miembros de Cioff Bih, donde los miembros se presentan con sus bailes y canciones tradicionales.

El festival comienza con un gran desfile por las calles principales y los paseos de Sarajevo, donde los miembros se detienen en varios puntos para presentarse a la gran audiencia.

El festival se celebra como parte de la manifestación cultural de la noche de Bašcaršija.",Safeta Mujica 2,2
569,Festival du folklore des membres de Cioff B&H «pour une tradition vivante»,"Festival traditionnel des membres de Cioff BIH, où les membres se présentent leurs danses et chansons traditionnelles.

Le festival commence par un grand défilé dans les rues principales et les promenades de Sarajevo, où les membres s'arrêtent à plusieurs moments pour se présenter au grand public.

Le festival a lieu dans le cadre de la manifestation culturelle de la soirée Bašcaršija.",Safeta Mujica 2,3
573,International Folklore Festival Beltinci,"The international folklore festival in Beltinci has a long tradition. It was one of the first ones on the soil of today's Slovenia, and in the area of Yugoslavia at the time. In the years since its inception, it has developed into a unique four-day event that serves originality above all: with music whose popularity cannot be disputed, with dance that is still based on tradition and an offer of homeliness that makes visitors love to return to the shelter of the mighty oaks in the castle of Beltinci Park.

The festival's annual motto is still SONG AND DANCE UNITE NATIONS. According to experts in the field of folklore, it is one of the few events that has preserved its identity and has not succumbed to the trend of commercialization. Due to the familiarity, the warm welcome and the large audience, the festival also presents visiting groups with an unforgettable experience. The association has been organizing it since its foundation in 1969. It grew out of the activities of the FOLKLORE GROUP, which has been operating for more than 85 years and received the EUROPEAN AWARD FOR ORIGINALITY in 1985. At the same time, the group is the recipient of MAROLT'S PLAQUE and - the dancers are particularly proud of this - the KUD Beltinci Folklore Group was awarded years ago by the President of the Republic of Slovenia, dr. Danilo Türk, with the ORDER OF MERIT.

Throughout the years of the festival, visitors could learn about the cultural wealth of many nations from more than 30 countries, including all regions in Slovenia. We are also happy that around 10,000 visitors see the festival every year, who can enjoy dance, songs, folk jokes and customs, as well as cuisine, from Thursday to Sunday.

We want it to stay that way, so we always try to provide visitors with the highest quality and most varied program.","Mladinska ulica 2, 9231 Beltinci",1
573,Festival Internacional de Folklore Beltinci,"El Festival Internacional del Folklore en Beltinci tiene una larga tradición.Fue uno de los primeros en el suelo de Eslovenia de hoy y en el área de Yugoslavia en ese momento.En los años transcurridos desde su inicio, se ha convertido en un evento único de cuatro días que sirve a la originalidad sobre todo: con la música cuya popularidad no puede ser disputada, con un baile que todavía se basa en la tradición y una oferta de casas que hace que los visitantes amen regresaral refugio de los poderosos robles en el castillo del parque Beltinci.

El lema anual del festival sigue siendo las naciones de unitas de canciones y danza.Según los expertos en el campo del folklore, es uno de los pocos eventos que ha preservado su identidad y no ha sucumbido a la tendencia de comercialización.Debido a la familiaridad, la cálida bienvenida y la gran audiencia, el festival también presenta grupos visitantes con una experiencia inolvidable.La asociación lo ha estado organizando desde su fundación en 1969. Creció de las actividades del grupo folklore, que ha estado operando durante más de 85 años y recibió el Premio Europeo de Originalidad en 1985. Al mismo tiempo, el grupo IS esEl destinatario de la placa de Marolt y, los bailarines están particularmente orgullosos de esto, el grupo Kud Belninci Folklore fue otorgado hace años por el presidente de la República de Eslovenia, DR.Danilo Türk, con la orden de mérito.

A lo largo de los años del festival, los visitantes podrían aprender sobre la riqueza cultural de muchas naciones de más de 30 países, incluidas todas las regiones de Eslovenia.También estamos felices de que alrededor de 10,000 visitantes vean el festival cada año, que puedan disfrutar de la danza, las canciones, los chistes y costumbres populares, así como la cocina, de jueves a domingo.

Queremos que se mantenga así, por lo que siempre tratamos de proporcionar a los visitantes la mejor calidad y el programa más variado.","Mladinska ulica 2, 9231 Beltinci",2
573,Festival du folklore international Beltinci,"Le festival du folklore international à Beltinci a une longue tradition.C'était l'un des premiers sur le sol de la Slovénie d'aujourd'hui et dans la région de la Yougoslavie à l'époque.Au cours des années qui ont suivi sa création, il est devenu un événement unique de quatre jours qui sert surtout l'originalité: avec la musique dont la popularité ne peut pas être contestée, avec une danse qui est toujours basée sur la tradition et une offre de maison qui fait que les visiteurs aiment revenirau refuge des Mighty Oaks dans le château de Beltinci Park.

La devise annuelle du festival est toujours des nations de la chanson et de la danse.Selon des experts dans le domaine du folklore, c'est l'un des rares événements qui a préservé son identité et n'a pas succombé à la tendance de la commercialisation.En raison de la familiarité, de l'accueil chaleureux et du grand public, le festival présente également des groupes en visite avec une expérience inoubliable.L'association l'organise depuis sa fondation en 1969. Il est né des activités du groupe folklore, qui fonctionne depuis plus de 85 ans et a reçu le prix européen pour l'originalité en 1985. En même temps, le groupe estLe récipiendaire de la plaque de Marolt et - les danseurs en sont particulièrement fiers - le groupe de folklore Kud Beltinci a été décerné il y a des années par le président de la République de Slovénie, Dr.Danilo Türk, avec l'ordre du mérite.

Tout au long des années du festival, les visiteurs pourraient en apprendre davantage sur la richesse culturelle de nombreuses nations de plus de 30 pays, dont toutes les régions en Slovénie.Nous sommes également heureux qu'environ 10 000 visiteurs voient le festival chaque année, qui peut profiter de la danse, des chansons, des blagues folkloriques et des coutumes, ainsi que de la cuisine, du jeudi au dimanche.

Nous voulons que cela reste ainsi, donc nous essayons toujours de fournir aux visiteurs un programme de plus haute qualité et le plus varié.","Mladinska ulica 2, 9231 Beltinci",3
577,"International Folklore Festival 'Mining Light', Senovo (Slovenia), Rude (Croatia)","International folklore festival “Mining light” is the joint project of two neighboring folklore ensemble from Croatia and Slovenia: Croatian Folklore group Oštrc from Rude and Slovenian Folklore Group Svoboda from Senovo. Following two decades of their successful cultural cooperation and the most recent lifting the border controls between Croatia and Slovenia as of January 1, 2023, unusual opportunity of having performances in two countries at one festival will finally get off the ground in 2024!

Less than 50 kilometers separates these two places with a rich mining tradition that connected them through joint projects of restoring their underground heritage!

In the first weekend of July, the festival will gather folklore groups from five countries each year.  Saturday is reserved for exploring Slovenia and Sunday for sharing spirit of multiculturalism in Croatia! Only live music performances are acceptable. Apart from traditional dances, songs and music, participants should also present some tastes of their gastronomy.","Titova cesta 97, Senovo",1
577,"Festival Internacional del Folklore 'Luz minera', Senovo (Eslovenia), Rude (Croacia)","El festival internacional del folklore ""Light"" es el proyecto conjunto de dos folklore vecinos de Croacia y Eslovenia: Grupo de folklore croata Oštrc del Grupo de Folklore Rude y Eslovenos Svoboda de Senovo.Después de dos décadas de su exitosa cooperación cultural y el levantamiento más reciente de los controles fronterizos entre Croacia y Eslovenia a partir del 1 de enero de 2023, ¡la oportunidad inusual de tener actuaciones en dos países en un festival finalmente despegará en 2024!

¡Menos de 50 kilómetros separan estos dos lugares con una rica tradición minera que los conectó a través de proyectos conjuntos de restaurar su patrimonio subterráneo!

En el primer fin de semana de julio, el festival reunirá grupos de folklore de cinco países cada año.¡El sábado está reservado para explorar Eslovenia y el domingo para compartir el espíritu de multiculturalismo en Croacia!Solo las actuaciones de música en vivo son aceptables.Además de bailes, canciones y música tradicionales, los participantes también deben presentar algunos gustos de su gastronomía.","Titova cesta 97, Senovo",2
577,"Festival du folklore international «Light Mining», Senovo (Slovénie), Rude (Croatie)","Le festival international du folklore «Mining Light» est le projet conjoint de deux ensembles de folklore voisins de Croatie et de Slovénie: groupe folklore croate Oštrc du groupe folklore grossier et slovène Svoboda de Senovo.Après deux décennies de leur coopération culturelle réussie et la levée la plus récente du contrôle des frontières entre la Croatie et la Slovénie au 1er janvier 2023, l'occasion inhabituelle d'avoir des performances dans deux pays lors d'un festival va enfin décoller en 2024!

Moins de 50 kilomètres séparent ces deux endroits avec une riche tradition minière qui les reliait à travers des projets conjoints de restauration de leur patrimoine souterrain!

Au premier week-end de juillet, le festival rassemblera des groupes de folklore de cinq pays chaque année.Le samedi est réservé à l'exploration de la Slovénie et du dimanche pour partager l'esprit de multiculturalisme en Croatie!Seules les performances de musique live sont acceptables.Outre les danses, les chansons et la musique traditionnelles, les participants devraient également présenter des goûts de leur gastronomie.","Titova cesta 97, Senovo",3
579,China (Shenzhen) International Folk Art Week,"Invite folk art groups from China, Asia Pacific and worldwide to conduct traditional music and folk art performances and tours, host international forums and seminars on folk arts, organize exhibitions on ethnic costumes and handicrafts, demonstrate the vitality and attractiveness of world folk arts and culture, and promote the integration and development of culture and tourism.",To be updated,1
579,Semana del arte popular internacional de China (Shenzhen),"Invite a grupos de arte popular de China, Asia Pacífico y en todo el mundo para realizar actuaciones y giras de arte y artes populares tradicionales, organizar foros y seminarios internacionales sobre artes populares, organizar exposiciones sobre trajes étnicos y artesanías, demostrar la vitalidad y el atractivo de las artes folclóricas y la cultura mundiales.y promover la integración y el desarrollo de la cultura y el turismo.",To be updated,2
579,Chine (Shenzhen) Semaine internationale d'art folklorique,"Invitez des groupes d'art folklorique de Chine, d'Asie-Pacifique et du monde, et promouvoir l'intégration et le développement de la culture et du tourisme.",To be updated,3
